"question","golden_answers","golden_law_context","golden_case_context","top_k_law_statutes","top_k_case_statutes","any_correct_law_retrieved","any_correct_case_retrieved","any_correct_retrieved"
"Can a generalized bachelor's degree in Business Administration satisfy the ""specific specialty"" requirement for a ""specialty occupation"" H-1B visa petition under 8 U.S.C. § 1184(i)(1)(B) and 8 C.F.R. § 214.2(h)(4)(ii)?","No, a generalized bachelor's degree in Business Administration is not considered a ""specific specialty"" and therefore does not satisfy the requirements for a ""specialty occupation"" H-1B visa petition. USCIS's interpretation that the degree must be ""in a specific specialty that is directly related to the proffered position"" is consistent with the statute. The court affirmed that a business administration degree is a ""general-purpose degree"" that does not establish a position as a specialty occupation because its broad coverage of fields like Contract Negotiations, Managerial Finance, Human Resource Management, and Strategic Planning is not sufficiently specialized.","[]","['relx inc. v baran', 'van hollen jr. v fec', 'united states v.', 'vision builders llc v united states citizenship and immigration services', '3q digital inc. v uscis', 'richards v i.n.s.', 'cts corp. v epa', 'am. bioscience inc. v thompson', 'caremax inc. v holder', 'the jonathan d. rosen family found. inc. v baran', 'rempfer v sharfstein', 'citizens for responsibility & ethics in wash. v sec', 'royal siam corp. v chertoff', 'transmission access poly study grp. v ferc', 'taylor made software inc. v cuccinelli', 'raj & co. v uscis', 'motor vehicle mfrs. assn of u.s. inc. v state farm mut. auto. ins.', '2233 paradise rd. llc v cissna', 'innova sols. inc. v baran', 'schmidt v spencer', 'sagarwala v cissna', 'marshall cty. health care auth. v shalala', 'inspectionxpert corp. v cuccinelli']","[]","[{'title': 'truong v united states citizenship and immigration services', 'chunk': 'Serv., R44475, EB-5 Immigrant Investor Visa 5–6 (2021),  https://sgp.fas.org/crs/homesec/R44475.pdf. To apply for an EB-5 visa, applicants must, among other steps, submit USCIS Form I-  526 and furnish the required fees, initial evidence, and supporting documentation. 8 C.F.R. § 204.6(a); Defs.’ Opp’n to Pl.’s Mot. for Leave for Disc. (“Defs.’ First Opp’n”) at 5, ECF No. 11. Specifically, as relevant here, applicants must provide evidence that they have invested or  are actively in the process of investing “lawfully obtained capital” (or, if investing in a regional  center, “capital obtained through lawful means”). 8 C.F.R. § 204.6(j).'}, {'title': 'truong v united states citizenship and immigration services', 'chunk': 'Serv., R44475, EB-5 Immigrant Investor Visa 5–6 (2021),  https://sgp.fas.org/crs/homesec/R44475.pdf. To apply for an EB-5 visa, applicants must, among other steps, submit USCIS Form I-  526 and furnish the required fees, initial evidence, and supporting documentation. 8 C.F.R. § 204.6(a); Defs.’ Opp’n to Pl.’s Mot. for Leave for Disc. (“Defs.’ First Opp’n”) at 5, ECF No. 11. Specifically, as relevant here, applicants must provide evidence that they have invested or  are actively in the process of investing “lawfully obtained capital” (or, if investing in a regional  center, “capital obtained through lawful means”). 8 C.F.R. § 204.6(j).'}, {'title': 'patel v u.s. att’y gen.', 'chunk': 'Patel v. U.S. Att’y Gen., 971 F.3d 1258 is a legal case referenced in a discussion about federal court jurisdiction over immigration removal orders.'}]","0","0","0"
"A Palestinian asylum seeker, residing in Virginia, initially filed an action against USCIS in the U.S. District Court for the District of Columbia to compel adjudication of his applications. USCIS, headquartered in Maryland, moved to transfer the case to the Eastern District of Virginia or dismiss it for improper venue. The plaintiff countered, requesting a transfer to the District of Maryland if D.C. was found to be an improper venue, citing his counsel's bar admissions and USCIS's location. Given these circumstances, to which district should the court transfer the case?","The court should transfer the case to the District of Maryland. The District of Columbia is not a proper venue because USCIS does not reside there, the events giving rise to the claim (application filings and delays) occurred in Virginia, and the plaintiff resides in Virginia. Although the Eastern District of Virginia would also be a proper venue as the plaintiff resides there and the claim arose there, the court decided to transfer to the District of Maryland. This decision was based on the convenience of the parties and the interests of justice, considering that USCIS resides in Maryland, and the plaintiff's current counsel is barred in D.C. and Maryland but not in Virginia, thereby avoiding significant inconvenience and expense for the plaintiff.","[]","['roh v uscis', 'al-ahmed v chertoff', 'natl assn of home builders v epa', 'farroukh v united states citizenship & immigration services', 'pasem v uscis', 'wolfram alpha llc v cuccinelli', 'miller v insulation contractors inc.', 'bourdon v u.s. dept of homeland sec.', 'ike v uscis', 'barrera v u.s. dept of homeland sec.']","[]","[{'title': 'adams v bell', 'chunk': 'The court will transfer Wei Lai Development LLC, et al. v. U.S. Citizenship and Immigration Services, Civil Action No. 21-887 (RDM), to the U.S. District Court for the Central District of California, as the location where the claim arose and is more convenient.'}, {'title': 'rojas-vega v gonzales', 'chunk': ""A court case filed by Dany Rojas-Vega against U.S. Citizenship & Immigration Service, et al. was ruled on in the U.S. District Court for the District of Columbia on September 23, 2015. Defendants' renewed motion for summary judgment was granted, and plaintiff's cross-motion was denied.""}, {'title': 'kaye v united states citizenship and immigration services', 'chunk': 'The United States District Court for the District of Columbia case, Allen E. Kaye v. United States Citizenship and Immigration Services, Civil Action No. 16-cv-485 (TSC), involved a FOIA request. The court granted Defendant’s motion, entering summary judgement, and dismissed the action with prejudice on October 4, 2016.'}]","0","0","0"
"In a motion for attorney's fees under the Equal Access to Justice Act (EAJA), what level of evidence is required to establish a party's net worth, particularly when the administrative record contains information suggesting a higher net worth than a bare affidavit attests?","To receive an EAJA fee award, a party must demonstrate that their net worth did not exceed $2,000,000 at the time the civil action was filed. While an affidavit alone may sometimes be sufficient, courts must assess the entire record to determine if the net worth requirement is met, especially when the record contains significant information about the party's financial situation. The party seeking the award bears the burden of proof and must show that their testimony is consistent with the balance of the record. Therefore, a bare assertion in an affidavit, made under penalty of perjury, that one's net worth has never exceeded the threshold is insufficient if other record evidence raises concerns about its accuracy or if the party fails to provide documentation regarding the value of their assets and liabilities. In such a situation, the court may deny that part of the motion without prejudice and order supplemental briefing to provide the necessary documentation.","[]","['broaddus v u.s. army corps of engineers', 'alyeska pipeline serv. co. v wilderness socy', 'united states v.', 'sosebee v astrue', 'scarborough v principi', 'wash. all. of tech. workers v u.s. dept of homeland sec.', 'ivy sports med. llc v burwell', 'herman & maclean v huddleston', 'haselwander v mchugh', 'hirschey v ferc', 'huashan zhang v u.s. citizenship & immigr. servs.', 'shooting star ranch llc v united states', 'natl assn of mfrs. v dept of lab.', 'zhang v united states citizenship and immigration services', 'cobell v norton']","[]","[{'title': 'hirschey v ferc', 'chunk': 'In Hirschey v. FERC, 760 F.2d 305, the court considered record documents to determine if a plaintiff met the EAJA net worth requirement.'}, {'title': 'shooting star ranch, llc v united states', 'chunk': 'Shooting Star Ranch, LLC v. United States, 230 F.3d 1176, is cited for the proposition that a party seeking EAJA fees must provide more than a bare assertion of eligibility, requiring consistency with the record.'}, {'title': 'scarborough v principi', 'chunk': ""The court denied Info Labs, Inc.'s motion for attorneys' fees and costs under the Equal Access to Justice Act because it was filed on July 31, 2020, after the 30-day statutory period had expired.""}]","0","1","1"
"A U.S. citizen, convicted of specified offenses against a minor, filed a Form I-130 Petition for Alien Relative on behalf of his spouse. The USCIS denied the petition, concluding in its ""sole and unreviewable discretion"" that the citizen failed to prove beyond a reasonable doubt he posed no risk to his spouse, as required by the Adam Walsh Child Protection and Safety Act. The citizen and his spouse then sued in federal district court, alleging the denial was arbitrary and capricious, an abuse of discretion, and violated their due process and right to marry. Does the district court have subject matter jurisdiction to review the USCIS's discretionary ""no-risk"" determination, even when the plaintiffs characterize their claims as legal and constitutional issues?","No, the district court does not have subject matter jurisdiction to review the USCIS's discretionary ""no-risk"" determination. The Immigration and Nationality Act, specifically 8 U.S.C. § 1154(a)(1)(A)(viii)(I), grants USCIS ""sole and unreviewable discretion"" in making this determination. Pursuant to 8 U.S.C. § 1252(a)(2)(B)(ii), no court has jurisdiction to review such discretionary decisions. While 8 U.S.C. § 1252(a)(2)(D) permits judicial review of constitutional claims or legal questions, this exception applies only when ""raised upon a petition for review filed with an appropriate court of appeals"" during removal proceedings, which is not the case here. Therefore, the district court correctly concluded it lacked jurisdiction.","[]","['united states v.', 'jilin pharm. usa inc. v chertoff', 'el-khader v monica', 'chan v u.s. citizenship & immigration servs.', 'roland v united states citizenship & immigration services', 'lee v u.s. citizenship & immigration servs.']","[]","[{'title': 'w-e-r-b', 'chunk': 'Matter of Negusie, 27 I&N Dec. 481 (A.G. 2018); see also Matter of E-L-H-, 23 I&N Dec. 700, 702 (A.G. 2004) (stating that “if a Board decision has been certified to the Attorney General, it is neither final nor effective during the pendency of the Attorney General’s review”). Given that our decision in Negusie regarding the persecutor bar is without effect, we decline to hold that it applies to the different statutory bar to asylum and withholding from removal for serious nonpolitical crimes. Because the respondent has not developed this argument further, we will not address it further. He has also not argued below or on appeal that he committed his crime in self-defense. See Matter of E-A-, 26 I&N Dec. at 7 n.6. 802'}, {'title': 'aguilar-mendez', 'chunk': 'The Immigration Judge also denied the respondent’s request for voluntary departure. The respondent argues on appeal that he is eligible for cancellation of removal because his conviction for assault under California law is not one for a crime involving moral turpitude. He also contends that he is eligible for voluntary departure and warrants this benefit as a matter of discretion. During the pendency of his appeal, he filed a motion to terminate, arguing that his notice to appear was defective and did not vest the Immigration Judge with jurisdiction over his removal proceedings because it failed to specify the time and date of his initial hearing. We review these questions of law, discretion, and judgment de novo. 8 C.F.R. § 1003.1(d)(3)(ii) (2020). II. ANALYSIS A. Cancellation of Removal  To establish eligibility for cancellation of removal, the respondent must demonstrate, among other things, that he has not been convicted of a crime involving moral turpitude under section 212(a)(2)(A)(i)(I) of the Act. Section 240A(b)(1)(C) of the Act; see also 8 C.F.R. § 1240.8(d) (2020).'}, {'title': 'kaye v united states citizenship and immigration services', 'chunk': 'The United States District Court for the District of Columbia case, Allen E. Kaye v. United States Citizenship and Immigration Services, Civil Action No. 16-cv-485 (TSC), involved a FOIA request. The court granted Defendant’s motion, entering summary judgement, and dismissed the action with prejudice on October 4, 2016.'}]","0","0","0"
"Maria, a Mexican citizen, entered the United States on a TD visa, which required her to maintain a foreign residence and not intend to establish permanent residence. She later began the process of seeking lawful permanent resident status through a Petition for Alien Relative filed by her U.S. citizen sister. While this petition was pending, she filed for dissolution of her marriage in an Arizona court. The trial court dismissed her petition, ruling that her TD visa status, and the federal law associated with it, legally precluded her from establishing domicile in Arizona. Is the trial court's dismissal of her divorce petition on the basis of federal preemption correct?","No, the trial court's dismissal of Maria's divorce petition based on federal preemption is incorrect. The Arizona Court of Appeals vacated the dismissal, holding that federal law does not prevent a holder of a TN or TD visa from establishing an Arizona domicile if they have begun seeking an immigrant visa or adjustment of status that could lead to permanent residency. Congress contemplated that these visa holders might be able to establish a United States domicile by following these processes. Allowing an Arizona court to exercise jurisdiction in this dissolution proceeding would not alter Maria's immigration status or limit remedies under federal immigration law. The case was remanded to the trial court to determine whether Maria satisfies the domicile requirement under Arizona law by weighing relevant factors, including her immigration status and intent.","[]","['dewitt v mcfarland', 'hurd v hurd', 'conklin v medtronic inc.', 'in re the marriage of rendon quijada & pimienta dominguez', 'plyler v doe', 'barton v barr', 'carlson v reed', 'clark v clark', 'hines v davidowitz', 'melian v i.n.s.', 'regents of the univ. of cal. v superior court', 'mississippi band of choctaw indians v holyfield', 'toll v moreno', 'tanner v marwil', 'sahu v sahu', 'st. josephs hosp. & med. ctr. v maricopa county', 'sosna v iowa', 'park v barr', 'takahashi v fish & game commn', 'skydive ariz. inc. v hogue', 'falcone bros. & assocs. inc. v city of tucson', 'arizona v united states', 'elkins v moreno', 'graham v i.n.s.', 'weatherford ex rel. michael l. v state']","[]","[{'title': 'does 1-', 'chunk': 'An appropriate Order accompanies this  Memorandum Opinion. /s/ COLLEEN KOLLAR-KOTELLY United States District Judge  7   In addition to requesting summary judgment, in the event that Plaintiffs’ visa petitions were remanded for reconsideration, Plaintiffs also requested an injunction barring USCIS from denying Plaintiffs’ petitions on the ground that the Regional Center was terminated. Pls.’ Mot., ECF No. 144, 42-49. However, because the Court is granting summary judgment in favor of USCIS and not remanding the 2018 visa petition denial, the Court need not address this request. 33'}, {'title': 'hill v lockhart', 'chunk': 'The Supreme Court of Ohio case, State v. Bozso, concerns Emeric Bozso, a Romanian citizen facing deportation. Bozso, a lawful permanent resident since 1987, pleaded guilty to sexual battery and attempted abduction in 2016, after which deportation proceedings began. The court reversed the judgment of the Eighth District Court of Appeals.'}, {'title': 'state v rankin', 'chunk': 'State v. Lemus, COA19-876, filed August 18, 2020, reversed the trial court\'s order and remanded with instructions to grant relief from the final forfeiture judgment. The case involves the interpretation of the term ""released"" in bail statutes.'}]","0","0","0"
"A Special Immigrant Juvenile (SIJ) status applicant, whose I-360 petition was revoked by USCIS because it was received on his 21st birthday instead of before, challenges the revocation. He alleges (1) that USCIS's regulations for filing, which do not permit same-day electronic or hand delivery for I-360 petitions, are unreasonable under the APA, (2) that the agency's 16-month delay between approving and then revoking his petition was unreasonable under the APA, and (3) that the inability to file electronically, unlike other applicants, violates his constitutional rights under the Equal Protection and Due Process Clauses. To what extent does a U.S. District Court have subject matter jurisdiction to review these claims?","A U.S. District Court has jurisdiction to review the plaintiff’s Administrative Procedure Act (APA) claim challenging the reasonableness of USCIS’s regulations on filing petitions seeking special immigrant juvenile status and the implementation of those regulations, because the statutory delegation of authority to promulgate such regulations is not found within the INA subchapter that contains jurisdiction-stripping provisions. However, the court lacks subject matter jurisdiction to review the plaintiff’s APA claim that the agency unreasonably delayed in revoking the petition, as 8 U.S.C. § 1155 grants the Secretary unlimited discretion regarding the timing of revocation decisions (""at any time""). The court also lacks jurisdiction to consider the plaintiff’s constitutional claims (Equal Protection and Due Process), as jurisdiction for such claims rests exclusively with the circuit courts of appeal under 8 U.S.C. § 1252(a)(2)(D).","[]","['papasan v allain', 'el-khader v monica', 'systronics corp. v immigration and naturalization serv.', 'ghanem v upchurch', 'green v napolitano', 'adam v chertoff', 'mehanna v u.s. citizenship & immigration servs.', 'schuler v united states', 'herbert v natl acad. of scis.', 'jilin pharm. usa inc. v chertoff', 'bell atl. corp. v twombly', 'sands v u.s. dept of homeland sec.', 'cabrera cabrera v united states citizenship and immigration services', 'bultasa buddhist temple of chicago v nielsen', 'bowen v mich. acad. of family physicians', 'ana intl inc. v way', 'mohammad v napolitano', 'coal. for underground expansion v mineta', 'kowal v mci commcns corp.', 'regents of the univ. of california v burwell', 'ashcroft v iqbal', 'lujan v defs. of wildlife', 'abdelwahab v frazier', 'bernardo ex rel. m & k engg inc. v johnson', 'scolaro v d.c. bd. of elections & ethics', 'hettinga v united states']","[]","[{'title': 'aguilar-mendez', 'chunk': 'The Immigration Judge also denied the respondent’s request for voluntary departure. The respondent argues on appeal that he is eligible for cancellation of removal because his conviction for assault under California law is not one for a crime involving moral turpitude. He also contends that he is eligible for voluntary departure and warrants this benefit as a matter of discretion. During the pendency of his appeal, he filed a motion to terminate, arguing that his notice to appear was defective and did not vest the Immigration Judge with jurisdiction over his removal proceedings because it failed to specify the time and date of his initial hearing. We review these questions of law, discretion, and judgment de novo. 8 C.F.R. § 1003.1(d)(3)(ii) (2020). II. ANALYSIS A. Cancellation of Removal  To establish eligibility for cancellation of removal, the respondent must demonstrate, among other things, that he has not been convicted of a crime involving moral turpitude under section 212(a)(2)(A)(i)(I) of the Act. Section 240A(b)(1)(C) of the Act; see also 8 C.F.R. § 1240.8(d) (2020).'}, {'title': 'negusie', 'chunk': 'Although Fedorenko is not controlling in the context of the Refugee Act, which is a different statute from the DPA, the existence of the voluntariness requirements in related immigration statutes surely bears upon the interpretive question presented. In resolving the ambiguity identified by the Supreme Court in Negusie, I find additional guidance in the contrast between the provisions at issue here and other provisions of the INA. To infer an exception for duress or coercion from the lack of some contrasting provision in the Refugee Act requiring voluntary conduct would ignore that, when the Refugee Act added the general persecutor bar to the INA, many other provisions in the INA specifically referred to voluntariness or made exceptions for when otherwise-prohibited conduct was “excusable.” Section 212(a)(28)(I) of the INA, for example, created an exception from the bar on admission of members of various organizations if such membership was involuntary. 8 U.S.C. § 1182(a)(28)(I) (1976).'}, {'title': 'does 1-', 'chunk': 'An appropriate Order accompanies this  Memorandum Opinion. /s/ COLLEEN KOLLAR-KOTELLY United States District Judge  7   In addition to requesting summary judgment, in the event that Plaintiffs’ visa petitions were remanded for reconsideration, Plaintiffs also requested an injunction barring USCIS from denying Plaintiffs’ petitions on the ground that the Regional Center was terminated. Pls.’ Mot., ECF No. 144, 42-49. However, because the Court is granting summary judgment in favor of USCIS and not remanding the 2018 visa petition denial, the Court need not address this request. 33'}]","0","0","0"
"A Special Immigrant Juvenile (SIJ) status applicant had their I-360 visa petition revoked by USCIS because they filed on their 21st birthday, instead of before, as required by agency regulations. The applicant challenges the revocation under the Administrative Procedure Act (APA), alleging unreasonable filing requirements and unreasonable delay in revocation, and also brings Equal Protection and Due Process claims. Based on the provided federal court decision, which of these claims may proceed in the District Court, and which are subject to jurisdictional bars?","The court has jurisdiction to review the applicant's APA claim challenging the reasonableness of USCIS's regulations on filing petitions seeking special immigrant juvenile status and the implementation of those regulations. However, the court lacks jurisdiction over the applicant's APA claim insofar as it alleges that the revocation of the petition was arbitrary and capricious because the agency unreasonably delayed in taking such action. Additionally, the court lacks jurisdiction over the applicant's constitutional claims (Equal Protection and Due Process), which rest exclusively with the circuit courts of appeal. The court will hold the constitutional claims in abeyance, allowing the applicant to decide whether to transfer them to the D.C. Circuit now or later.","[]","['papasan v allain', 'el-khader v monica', 'systronics corp. v immigration and naturalization serv.', 'ghanem v upchurch', 'green v napolitano', 'adam v chertoff', 'mehanna v u.s. citizenship & immigration servs.', 'schuler v united states', 'herbert v natl acad. of scis.', 'jilin pharm. usa inc. v chertoff', 'bell atl. corp. v twombly', 'sands v u.s. dept of homeland sec.', 'cabrera cabrera v united states citizenship and immigration services', 'bultasa buddhist temple of chicago v nielsen', 'bowen v mich. acad. of family physicians', 'ana intl inc. v way', 'mohammad v napolitano', 'coal. for underground expansion v mineta', 'kowal v mci commcns corp.', 'regents of the univ. of california v burwell', 'ashcroft v iqbal', 'lujan v defs. of wildlife', 'abdelwahab v frazier', 'bernardo ex rel. m & k engg inc. v johnson', 'scolaro v d.c. bd. of elections & ethics', 'hettinga v united states']","[]","[{'title': 'kaye v united states citizenship and immigration services', 'chunk': 'The United States District Court for the District of Columbia case, Allen E. Kaye v. United States Citizenship and Immigration Services, Civil Action No. 16-cv-485 (TSC), involved a FOIA request. The court granted Defendant’s motion, entering summary judgement, and dismissed the action with prejudice on October 4, 2016.'}, {'title': 'mezerhane de schnapp v u.s. citizenship and immigration services', 'chunk': 'The court case Mezerhane de Schnapp v. U.S. Citizenship and Immigration Services concerns FOIA requests. The court ruled on December 4, 2014, and determined that Exemptions 6, 7(C), and 7(E) were properly applied.'}, {'title': 'tatintsyan v barr', 'chunk': 'The provided document cites Tatintsyan v. Barr, No. 18-71056, 2020 WL 709663, at *1 (9th Cir. Feb. 12, 2020), in relation to an Interpol Red Notice. The court concluded that a Red Notice without a copy of the arrest warrant did not support a finding of ""serious reasons to believe"" for the serious nonpolitical crime bar.'}]","0","0","0"
"An individual in removal proceedings, who has a U.S. citizen spouse with chronic health conditions like high cholesterol and asthma, files a motion to reopen her case to apply for cancellation of removal, asserting that her removal would cause ""exceptional and extremely unusual hardship"" to her spouse. She also argues that the Board of Immigration Appeals (BIA) applied an incorrect legal standard in evaluating her prima facie eligibility for relief. How should a U.S. Court of Appeals rule on the petition for review?","The U.S. Court of Appeals should deny the petition for review. The court would find that the BIA did not abuse its discretion by determining that the individual failed to establish prima facie eligibility for cancellation of removal, as the spouse's conditions (high cholesterol and asthma) and associated emotional hardship were not shown to be ""exceptional and extremely unusual hardship"" beyond what is normally expected from the deportation of an alien with close family members. Furthermore, the court would conclude that the BIA did not abuse its discretion by applying an incorrect legal standard, as the record indicates the BIA and the Immigration Judge (IJ) used the ""reasonable likelihood"" standard, citing relevant precedent, despite not explicitly expounding upon it. The individual's claim regarding the rescission of her in absentia removal order would be considered forfeited.","[]","['niz-chavez v garland', 'trejo v garland', 'rodriguez v holder', 'ortiz-santiago v barr', 'mauricio-benitez v sessions', 'rodriguez v garland', 'gomez-palacios v holder', 'pereira v sessions', 'sealed petitioner v sealed respondent', 'hakim v holder', 'i.n.s. v abudu', 'mendias-mendoza v sessions', 'perez-sanchez v u.s. atty gen.', 'ramos-portillo v barr', 'parada-orellana v garland', 'spagnol-bastos v garland']","[]","[{'title': 'arulnanthy v garland', 'chunk': ""The court case No. 20-60997, filed on October 4, 2022, involves Elmond Echaukian Ndifon against Merrick Garland, U.S. Attorney General. The case is a petition for review of a Board of Immigration Appeals (BIA) order regarding Ndifon's claim for protection under the Convention Against Torture (CAT). The court granted the petition and remanded the case for further consideration.""}, {'title': 'cabrera v sessions', 'chunk': 'The court case, No. 23-60089, involved Sonia Guadalupe Loredo Rangel and her children. They petitioned for review of the Board of Immigration Appeals (BIA) order. The BIA denied their applications for asylum, withholding of removal, and CAT relief. The court denied the petition on May 1, 2024.'}, {'title': 'morales v sessions', 'chunk': 'The court case No. 23-60089 was filed on 05/01/2024 in the United States Court of Appeals for the Fifth Circuit. The case involves Sonia Guadalupe Loredo Rangel and her children versus Merrick Garland, U.S. Attorney General, regarding asylum, withholding of removal, and CAT relief. The petition for review was denied.'}]","0","0","0"
"Under what circumstances may a U.S. District Court deny a prevailing party's motion for attorney's fees under the Equal Access to Justice Act (EAJA) due to insufficient proof of financial eligibility, even when an affidavit from the party attests to meeting the statutory net worth requirement?","A U.S. District Court may deny in part, without prejudice, a motion for attorney's fees under the EAJA when a prevailing party's affidavit asserting compliance with the $2,000,000 net worth requirement is insufficient, particularly when challenged by defendants citing record evidence that suggests a potentially higher net worth. While an affidavit can be an efficient way to present evidence of net worth, the court must assess the entire record to determine if the financial eligibility burden of proof is met. If the record contains significant information about the party's finances—such as ownership stakes in corporations with substantial assets, past income, or declared net worth figures—that raises concerns about the accuracy of a bare affidavit, the party must provide additional documentation regarding their assets and liabilities to reconcile the affidavit with the balance of the record. Failure to do so, by not providing documentation that aligns with or explains away conflicting record evidence, constitutes a failure to meet the burden of proof, leading the court to deny the motion without prejudice and potentially order supplemental briefing.","[]","['broaddus v u.s. army corps of engineers', 'alyeska pipeline serv. co. v wilderness socy', 'united states v.', 'sosebee v astrue', 'scarborough v principi', 'wash. all. of tech. workers v u.s. dept of homeland sec.', 'ivy sports med. llc v burwell', 'herman & maclean v huddleston', 'haselwander v mchugh', 'hirschey v ferc', 'huashan zhang v u.s. citizenship & immigr. servs.', 'shooting star ranch llc v united states', 'natl assn of mfrs. v dept of lab.', 'zhang v united states citizenship and immigration services', 'cobell v norton']","[]","[{'title': 'farroukh v united states citizenship & immigration services, et al.', 'chunk': ""Info Labs, Inc. filed a motion for attorneys' fees and costs under the Equal Access to Justice Act. The court denied the motion because it was untimely. The motion was filed on July 31, 2020, after the EAJA's 30-day statutory period.""}, {'title': 'shooting star ranch, llc v united states', 'chunk': 'Shooting Star Ranch, LLC v. United States, 230 F.3d 1176, is cited for the proposition that a party seeking EAJA fees must provide more than a bare assertion of eligibility, requiring consistency with the record.'}, {'title': 'spannaus v cia', 'chunk': 'Spannaus v. CIA is a legal case referenced in a memorandum opinion. The court ruled that an agency is not required to obtain new equipment to process a FOIA request. (D.D.C., 1993)'}]","0","0","0"
"An employer seeks an H-1B visa for a ""Vice President of Strategic Planning"" role, requiring a bachelor's degree in Business Administration or a closely related field. U.S. Citizenship and Immigration Services (USCIS) denied the petition, stating that a generalized business administration degree does not meet the ""specific specialty"" requirement for a ""specialty occupation."" The employer challenges this denial, arguing that USCIS misinterpreted the regulatory standard and abused its discretion. Should the court uphold USCIS's denial?","Yes, the court should uphold USCIS's denial. USCIS did not err in interpreting the specialty occupation criteria to require a degree in a ""specific specialty that is directly related to the proffered position,"" reading the regulation in conjunction with the Immigration and Nationality Act. A generalized bachelor's degree in business administration, which covers a diverse and general range of operations and academic programs, is not considered a ""specific specialty"" to qualify a position as a specialty occupation. Vision Builders failed to show that the position normally requires a specialized degree, that such a requirement is common in the industry among similar organizations (providing no evidence of similarity), or that the position is so complex or unique that it *only* requires an individual with a specialized degree, as its duties were deemed generic. Furthermore, as this was a new position for Vision Builders, it could not demonstrate what it ""normally requires"" for the role.","[]","['relx inc. v baran', 'van hollen jr. v fec', 'united states v.', 'vision builders llc v united states citizenship and immigration services', '3q digital inc. v uscis', 'richards v i.n.s.', 'cts corp. v epa', 'am. bioscience inc. v thompson', 'caremax inc. v holder', 'the jonathan d. rosen family found. inc. v baran', 'rempfer v sharfstein', 'citizens for responsibility & ethics in wash. v sec', 'royal siam corp. v chertoff', 'transmission access poly study grp. v ferc', 'taylor made software inc. v cuccinelli', 'raj & co. v uscis', 'motor vehicle mfrs. assn of u.s. inc. v state farm mut. auto. ins.', '2233 paradise rd. llc v cissna', 'innova sols. inc. v baran', 'schmidt v spencer', 'sagarwala v cissna', 'marshall cty. health care auth. v shalala', 'inspectionxpert corp. v cuccinelli']","[]","[{'title': 'schmidt v spencer', 'chunk': ""The court granted summary judgment in favor of USCIS in Vision Builders, LLC v. United States Citizenship and Immigration Services (Civil Action No. 19-3159 (TJK), District of Columbia, Oct. 5, 2020), upholding the denial of Vision Builders' H-1B visa petition.""}, {'title': 'matter of o-f-a-s-', 'chunk': 'Matter of O-F-A-S- is an immigration case decided by the Attorney General on July 14, 2020 (28 I&N Dec. 35). The case clarifies the ""official capacity"" requirement for determining eligibility for protection under the Convention Against Torture (CAT), stating that actions must be performed ""under color of law.""'}, {'title': 'ontunez-tursios v ashcroft', 'chunk': ""The Fifth Circuit Court of Appeals granted the petition for rehearing in the case of Argueta-Hernandez vs. Garland, vacating the BIA's decision and remanding for further proceedings. The court found errors in the BIA's analysis of past persecution, nexus, and CAT claim, specifically regarding the BIA's disregard of credible death threats, MS-13's actions, and the Salvadoran government's role.""}]","0","1","1"
